island_id,analysis_regime,island_latitude,island_longitude,distance_to_continent_km,spherical_coast_distance_km,seconds,island_segment_count
gshhg_2.3.7_h_2db9ca0c4124816c21f1,tropical,-0.898989076923077,-49.69357314791899,0.0,1.2541266436645042,0.125,728
gshhg_2.3.7_h_2ddff70062fdc11bc1e8,northern_midlatitude,34.502078769230764,127.46820024031132,0.0,0.5797752874196592,0.0,57
gshhg_2.3.7_h_2e6147610dc7604017e2,northern_midlatitude,60.99098730769231,-69.96962165984807,0.0,4.278980517991799,0.0309999999590218,33
gshhg_2.3.7_h_2fad5c6e28613cebeeca,tropical,-15.067829384615385,124.96720300120542,0.0,1.433726166099603,0.0159999998286366,20
gshhg_2.3.7_h_303801873c24b828ed4a,southern_extratropical,-32.36989953846154,133.8238370084595,0.0,1.506266754962541,0.0149999998975545,16
gshhg_2.3.7_h_30dec468de8b75391f05,northern_midlatitude,50.189025692307695,-125.24956497952095,0.0,10.665679114120875,0.0160000000614672,127
gshhg_2.3.7_h_30e6e1eed7c7112bf2f0,tropical,0.088626,-50.538578415658776,0.0,13.41614799073169,0.0319999998901039,69
gshhg_2.3.7_h_30f9b660cd3a21b971e8,northern_midlatitude,32.47371361538462,-80.51878284386943,0.0,0.2158135542275825,0.0309999999590218,17
gshhg_2.3.7_h_31307ae883840fd70ec4,northern_midlatitude,63.57721369230769,9.324335538295722,0.0,2.2214797474220864,0.0150000001303851,10
gshhg_2.3.7_h_313f6a3dab70ad544392,northern_midlatitude,30.035722461538462,-84.34671085658965,0.0,0.2566308544155724,0.0160000000614672,24
