"","genus_species","Family","mating_system"
"3816","Saussurea obvallata","Asteraceae","sc"
"3818","Saussurea yanagisawae","Asteraceae","sc"
"3819","Saxifraga florulenta","Saxifragaceae","sc"
"3821","Scabiosa columbaria","Caprifoliaceae","sc"
"3822","Scadoxus membranaceus","Amaryllidaceae","sc"
"3823","Scadoxus puniceus","Amaryllidaceae","si"
"3824","Scalesia affinis","Asteraceae","sc"
"3825","Scalesia aspera","Asteraceae","sc"
"3826","Scalesia baurii","Asteraceae","sc"
"3827","Scalesia cordata","Asteraceae","sc"
"3828","Scalesia helleri","Asteraceae","sc"
"3829","Scalesia pedunculata","Asteraceae","sc"
"3830","Schiedea adamantis","Caryophyllaceae","sc"
"3831","Schiedea lydgatei","Caryophyllaceae","sc"
"3832","Schiedea membranacea","Caryophyllaceae","sc"
"3833","Schiedea menziesii","Caryophyllaceae","sc"
"3834","Schiedea salicaria","Caryophyllaceae","sc"
"3835","Schima superba","Theaceae","si"
"3836","Schinus molle","Anacardiaceae","si"
"3837","Schizachyrium crinizonatum","Poaceae","sc"
"3838","Schizachyrium dolosum","Poaceae","sc"
"3839","Schizachyrium fragile","Poaceae","sc"
"3840","Schizachyrium occultum","Poaceae","sc"
"3841","Schizachyrium pachyarthron","Poaceae","sc"
"3842","Schizachyrium perplexum","Poaceae","sc"
"3843","Schizachyrium pseudeulalia","Poaceae","sc"
"3844","Schizanthus alpestris","Solanaceae","sc"
"3845","Schizanthus candidus","Solanaceae","sc"
"3846","Schizanthus grahamii","Solanaceae","sc"
"3847","Schizanthus hookeri","Solanaceae","sc"
"3848","Schizanthus integrifolius","Solanaceae","sc"
"3849","Schizanthus lacteus","Solanaceae","sc"
"3850","Schizanthus laetus","Solanaceae","sc"
"3851","Schizanthus litoralis","Solanaceae","sc"
"3852","Schizanthus pinnatus","Solanaceae","sc"
"3853","Schizolobium parahyba","Fabaceae","si"
"3855","Schlumbergera truncata","Cactaceae","si"
"3856","Schotia brachypetala","Fabaceae","si"
"3857","Schwenckia americana","Solanaceae","sc"
"3859","Sclerolaena diacantha","Amaranthaceae","sc"
"3860","Scoparia dulcis","Plantaginaceae","na"
"3861","Scopolia carniolica","Solanaceae","sc"
"3862","Scorpiurus muricatus","Fabaceae","sc"
"3865","Scorpiurus vermiculatus","Fabaceae","sc"
"3866","Scorzonera humilis","Asteraceae","si"
"3867","Scorzonera tau-saghyz","Asteraceae","si"
"3868","Scorzoneroides autumnalis","Asteraceae","si"
"3871","Scrophularia arguta","Scrophulariaceae","sc"
"3872","Scrophularia grandiflora","Scrophulariaceae","na"
"3873","Scrophularia nodosa","Scrophulariaceae","sc"
"3874","Scrophularia sambucifolia","Scrophulariaceae","sc"
"3875","Scrophularia trifoliata","Scrophulariaceae","sc"
"3876","Scurrula pulverulenta","Loranthaceae","sc"
"3877","Scutellaria galericulata","Lamiaceae","sc"
"3878","Scutellaria indica","Lamiaceae","sc"
"3880","Sebaea aurea","Gentianaceae","sc"
"3881","Secale montanum","Poaceae","si"
"3882","Securidaca coriacea","Polygalaceae","na"
"3883","Securidaca scandens","Polygalaceae","si"
"3884","Selinum carvifolia","Apiaceae","sc"
"3885","Senecio alloeophyllus","Asteraceae","si"
"3887","Senecio amygdalifolius","Asteraceae","si"
"3888","Senecio anethifolius","Asteraceae","si"
"3889","Senecio argyreus","Asteraceae","si"
"3890","Senecio bipinnatisectus","Asteraceae","sc"
"3891","Senecio cambrensis","Asteraceae","sc"
"3892","Senecio coronopodiphyllus","Asteraceae","sc"
"3893","Senecio cruentus","Asteraceae","si"
"3894","Senecio cunninghamii","Asteraceae","si"
"3895","Senecio eboracensis","Asteraceae","sc"
"3896","Senecio gawlerensis","Asteraceae","si"
"3897","Senecio glaucophyllus","Asteraceae","sc"
"3898","Senecio hercynicus","Asteraceae","sc"
"3899","Senecio hispidulus","Asteraceae","sc"
"3900","Senecio hypoleucus","Asteraceae","si"
"3902","Senecio inaequidens","Asteraceae","si"
"3903","Senecio jacobaea","Asteraceae","si"
"3905","Senecio kingii","Asteraceae","si"
"3907","Senecio laseguei","Asteraceae","si"
"3909","Senecio leucanthemifolius","Asteraceae","si"
"3910","Senecio linearifolius","Asteraceae","si"
"3911","Senecio macranthus","Asteraceae","si"
"3912","Senecio madagascariensis","Asteraceae","si"
"3913","Senecio magnificus","Asteraceae","si"
"3914","Senecio miser","Asteraceae","si"
"3915","Senecio nemoralis","Asteraceae","sc"
"3916","Senecio nevadensis","Asteraceae","si"
"3918","Senecio odoratus","Asteraceae","si"
"3919","Senecio oleosus","Asteraceae","sc"
"3920","Senecio ovatus","Asteraceae","sc"
"3921","Senecio patagonicus","Asteraceae","si"
"3922","Senecio pectinatus","Asteraceae","si"
"3924","Senecio pinnatifolius","Asteraceae","si"
"3925","Senecio pterophorus","Asteraceae","si"
"3926","Senecio radiolatus","Asteraceae","sc"
"3927","Senecio runcinifolius","Asteraceae","sc"
"3928","Senecio spathulatus","Asteraceae","si"
"3929","Senecio squalidus","Asteraceae","si"
"3932","Senecio squarrosus","Asteraceae","sc"
"3933","Senecio sterquilinus","Asteraceae","sc"
"3934","Senecio sylvaticus","Asteraceae","sc"
"3936","Senecio teneriffae","Asteraceae","sc"
"3938","Senecio tricuspidatus","Asteraceae","si"
"3939","Senecio vagus","Asteraceae","si"
"3940","Senecio velleioides","Asteraceae","si"
"3941","Senecio vulgaris","Asteraceae","sc"
"3942","Senna alata","Fabaceae","sc"
"3943","Senna cernua","Fabaceae","sc"
"3944","Senna corymbosa","Fabaceae","sc"
"3945","Senna didymobotrya","Fabaceae","sc"
"3946","Senna macranthera","Fabaceae","na"
"3947","Senna martiana","Fabaceae","si"
"3948","Senna multijuga","Fabaceae","si"
"3949","Senna occidentalis","Fabaceae","sc"
"3950","Senna spectabilis","Fabaceae","si"
"3951","Senna uniflora","Fabaceae","sc"
"3952","Serenoa repens","Arecaceae","sc"
"3953","Sericocarpus rigidus","Asteraceae","sc"
"3954","Serjania atrolineata","Sapindaceae","na"
"3955","Sesamum radiatum","Pedaliaceae","sc"
"3956","Sesbania cannabina","Fabaceae","sc"
"3958","Sesbania goetzei","Fabaceae","sc"
"3959","Sesbania keniensis","Fabaceae","sc"
"3960","Sesbania punicea","Fabaceae","sc"
"3961","Sesbania sesban","Fabaceae","sc"
"3963","Sesbania speciosa","Fabaceae","sc"
"3965","Seseli ghafoorianum","Apiaceae","si"
"3966","Sesleria caerulea","Poaceae","si"
"3967","Setaria italica","Poaceae","sc"
"3968","Shorea congestiflora","Dipterocarpaceae","si"
"3969","Shorea curtisii","Dipterocarpaceae","sc"
"3970","Shorea guiso","Dipterocarpaceae","si"
"3971","Shorea laxa","Dipterocarpaceae","sc"
"3972","Shorea leprosula","Dipterocarpaceae","si"
"3973","Shorea trapezifolia","Dipterocarpaceae","sc"
"3974","Sibara filifolia","Brassicaceae","sc"
"3975","Sida aggregata","Malvaceae","na"
"3976","Sida cordifolia","Malvaceae","sc"
"3977","Sida fallax","Malvaceae","sc"
"3978","Sida linifolia","Malvaceae","na"
"3979","Sida rhombifolia","Malvaceae","sc"
"3980","Sida spinosa","Malvaceae","si"
"3981","Sida tuberculata","Malvaceae","na"
"3982","Sideritis scardica","Lamiaceae","si"
"3983","Silene acaulis","Caryophyllaceae","si"
"3984","Silene lanceolata","Caryophyllaceae","sc"
"3986","Silene latifolia","Caryophyllaceae","si"
"3987","Silene littorea","Caryophyllaceae","sc"
"3988","Silene noctiflora","Caryophyllaceae","sc"
"3989","Silene stellata","Caryophyllaceae","sc"
"3990","Silene uralensis","Caryophyllaceae","sc"
"3991","Silene virginica","Caryophyllaceae","si"
"3992","Silphium integrifolium","Asteraceae","sc"
"3993","Silphium perfoliatum","Asteraceae","sc"
"3994","Silybum eburneum","Asteraceae","sc"
"3995","Silybum marianum","Asteraceae","na"
"3996","Simarouba amara","Simaroubaceae","si"
"3997","Simsia amplexicaulis","Asteraceae","na"
"3998","Simsia annectens","Asteraceae","si"
"3999","Simsia calva","Asteraceae","si"
"4000","Simsia chaseae","Asteraceae","sc"
"4001","Simsia dombeyana","Asteraceae","sc"
"4002","Simsia eurylepis","Asteraceae","sc"
"4003","Simsia foetida","Asteraceae","si"
"4004","Simsia fruticulosa","Asteraceae","si"
"4005","Simsia holwayi","Asteraceae","si"
"4006","Simsia molinae","Asteraceae","si"
"4007","Simsia sanguinea","Asteraceae","si"
"4008","Simsia santarosensis","Asteraceae","si"
"4009","Simsia setosa","Asteraceae","si"
"4010","Simsia steyermarkii","Asteraceae","si"
"4011","Simsia tenuis","Asteraceae","si"
"4012","Simsia villasenorii","Asteraceae","si"
"4013","Sinapidendron frutescens","Brassicaceae","sc"
"4014","Sinapidendron sempervivifolium","Brassicaceae","sc"
"4015","Sinapis alba","Brassicaceae","sc"
"4016","Sinapis arvensis","Brassicaceae","si"
"4017","Sinapis pubescens","Brassicaceae","si"
"4018","Sinningia allagophylla","Gesneriaceae","sc"
"4019","Sinningia araneosa","Gesneriaceae","sc"
"4020","Sinningia douglasii","Gesneriaceae","sc"
"4021","Sinningia lutea","Gesneriaceae","sc"
"4022","Siphocampylus westinianus","Campanulaceae","si"
"4023","Sisymbrium altissimum","Brassicaceae","sc"
"4024","Sisymbrium erysimoides","Brassicaceae","sc"
"4025","Sisymbrium irio","Brassicaceae","sc"
"4026","Sisymbrium loeselii","Brassicaceae","sc"
"4027","Sisymbrium officinale","Brassicaceae","sc"
"4028","Sisymbrium orientale","Brassicaceae","sc"
"4029","Sisyrinchium glaziovii","Iridaceae","si"
"4030","Sisyrinchium wettsteinii","Iridaceae","si"
"4031","Solandra grandiflora","Solanaceae","si"
"4032","Solanum abutiloides","Solanaceae","sc"
"4033","Solanum acaule","Solanaceae","na"
"4034","Solanum aculeastrum","Solanaceae","sc"
"4035","Solanum aculeatissimum","Solanaceae","sc"
"4037","Solanum adscendens","Solanaceae","sc"
"4038","Solanum aethiopicum","Solanaceae","sc"
"4039","Solanum albicans","Solanaceae","na"
"4040","Solanum allophyllum","Solanaceae","sc"
"4041","Solanum aloysiifolium","Solanaceae","sc"
"4042","Solanum americanum","Solanaceae","sc"
"4045","Solanum amotapense","Solanaceae","sc"
"4046","Solanum andreanum","Solanaceae","na"
"4047","Solanum anguivi","Solanaceae","sc"
"4048","Solanum angustifolium","Solanaceae","sc"
"4049","Solanum anomalum","Solanaceae","sc"
"4050","Solanum aphyodendron","Solanaceae","sc"
"4051","Solanum argentinum","Solanaceae","sc"
"4052","Solanum asperolanatum","Solanaceae","sc"
"4053","Solanum atropurpureum","Solanaceae","sc"
"4054","Solanum aviculare","Solanaceae","sc"
"4055","Solanum ayacuchense","Solanaceae","si"
"4056","Solanum basendopogon","Solanaceae","si"
"4057","Solanum berthaultii","Solanaceae","na"
"4058","Solanum betaceum","Solanaceae","sc"
"4059","Solanum bicolor","Solanaceae","na"
"4060","Solanum boliviense","Solanaceae","na"
"4061","Solanum bombycinum","Solanaceae","sc"
"4062","Solanum brevifolium","Solanaceae","si"
"4063","Solanum bulbocastanum","Solanaceae","na"
"4064","Solanum cacosmum","Solanaceae","si"
"4065","Solanum cajamarquense","Solanaceae","si"
"4066","Solanum cajanumense","Solanaceae","sc"
"4067","Solanum campanulatum","Solanaceae","sc"
"4068","Solanum campechiense","Solanaceae","sc"
"4069","Solanum candidum","Solanaceae","sc"
"4070","Solanum candolleanum","Solanaceae","na"
"4071","Solanum canense","Solanaceae","sc"
"4072","Solanum capense","Solanaceae","sc"
"4073","Solanum capsiciforme","Solanaceae","sc"
"4074","Solanum capsicoides","Solanaceae","sc"
"4076","Solanum cardiophyllum","Solanaceae","si"
"4077","Solanum caripense","Solanaceae","si"
"4078","Solanum carolinense","Solanaceae","na"
"4079","Solanum catilliflorum","Solanaceae","sc"
"4080","Solanum chacoense","Solanaceae","na"
"4081","Solanum cheesmaniae","Solanaceae","sc"
"4082","Solanum chenopodinum","Solanaceae","sc"
"4083","Solanum chenopodioides","Solanaceae","sc"
"4084","Solanum chilense","Solanaceae","si"
"4085","Solanum chimborazense","Solanaceae","si"
"4086","Solanum chippendalei","Solanaceae","si"
"4087","Solanum chiquidenum","Solanaceae","si"
"4088","Solanum chmielewskii","Solanaceae","sc"
"4089","Solanum chomatophilum","Solanaceae","na"
"4090","Solanum cinereum","Solanaceae","sc"
"4091","Solanum citrullifolium","Solanaceae","sc"
"4092","Solanum clarkiae","Solanaceae","sc"
"4093","Solanum clarum","Solanaceae","na"
"4094","Solanum cleistogamum","Solanaceae","sc"
"4095","Solanum cochabambense","Solanaceae","sc"
"4096","Solanum cochoae","Solanaceae","si"
"4097","Solanum colombianum","Solanaceae","na"
"4098","Solanum commersonii","Solanaceae","si"
"4099","Solanum confusum","Solanaceae","si"
"4100","Solanum conglobatum","Solanaceae","si"
"4101","Solanum conocarpum","Solanaceae","si"
"4102","Solanum cordovense","Solanaceae","sc"
"4103","Solanum corneliomulleri","Solanaceae","si"
"4104","Solanum corymbiflorum","Solanaceae","si"
"4105","Solanum corymbosum","Solanaceae","sc"
"4106","Solanum crinitum","Solanaceae","sc"
"4107","Solanum crispum","Solanaceae","si"
"4108","Solanum cyaneopurpureum","Solanaceae","sc"
"4109","Solanum dasyphyllum","Solanaceae","sc"
"4110","Solanum davisense","Solanaceae","sc"
"4111","Solanum deflexum","Solanaceae","sc"
"4112","Solanum demissum","Solanaceae","na"
"4113","Solanum dimidiatum","Solanaceae","si"
"4114","Solanum diphyllum","Solanaceae","sc"
"4115","Solanum diploconos","Solanaceae","si"
"4116","Solanum ditrichum","Solanaceae","sc"
"4117","Solanum diversiflorum","Solanaceae","si"
"4118","Solanum diversifolium","Solanaceae","si"
"4119","Solanum dulcamara","Solanaceae","sc"
"4120","Solanum eburneum","Solanaceae","si"
"4121","Solanum echinatum","Solanaceae","sc"
"4122","Solanum ehrenbergii","Solanaceae","si"
"4123","Solanum enantiophyllanthum","Solanaceae","si"
"4124","Solanum ensifolium","Solanaceae","si"
"4125","Solanum erianthum","Solanaceae","sc"
"4126","Solanum etuberosum","Solanaceae","sc"
"4127","Solanum exiguum","Solanaceae","si"
"4128","Solanum fallax","Solanaceae","si"
"4129","Solanum felinum","Solanaceae","sc"
"4130","Solanum fernandezianum","Solanaceae","sc"
"4131","Solanum flahaultii","Solanaceae","sc"
"4132","Solanum fragile","Solanaceae","sc"
"4133","Solanum fructu-tecto","Solanaceae","sc"
"4134","Solanum furcatum","Solanaceae","sc"
"4135","Solanum galapagense","Solanaceae","sc"
"4136","Solanum gardneri","Solanaceae","si"
"4137","Solanum giganteum","Solanaceae","sc"
"4138","Solanum glandulosipilosum","Solanaceae","sc"
"4139","Solanum glaucophyllum","Solanaceae","si"
"4140","Solanum grayi","Solanaceae","sc"
"4141","Solanum guerreroense","Solanaceae","na"
"4142","Solanum habrochaites","Solanaceae","na"
"4144","Solanum heiseri","Solanaceae","si"
"4145","Solanum heterodoxum","Solanaceae","sc"
"4146","Solanum hibernum","Solanaceae","si"
"4147","Solanum hindsianum","Solanaceae","si"
"4148","Solanum hirtum","Solanaceae","sc"
"4149","Solanum hjertingii","Solanaceae","na"
"4150","Solanum hougasii","Solanaceae","na"
"4151","Solanum houstonii","Solanaceae","sc"
"4152","Solanum huaylasense","Solanaceae","si"
"4153","Solanum huilense","Solanaceae","si"
"4154","Solanum humile","Solanaceae","sc"
"4155","Solanum hyporhodium","Solanaceae","sc"
"4156","Solanum incanum","Solanaceae","sc"
"4157","Solanum incompletum","Solanaceae","si"
"4158","Solanum infundibuliforme","Solanaceae","na"
"4159","Solanum interandinum","Solanaceae","sc"
"4161","Solanum interius","Solanaceae","sc"
"4162","Solanum iopetalum","Solanaceae","na"
"4163","Solanum itatiaiae","Solanaceae","sc"
"4164","Solanum jamaicense","Solanaceae","sc"
"4165","Solanum jamesii","Solanaceae","si"
"4166","Solanum johnstonii","Solanaceae","sc"
"4167","Solanum juglandifolium","Solanaceae","si"
"4168","Solanum kurtzianum","Solanaceae","na"
"4169","Solanum laciniatum","Solanaceae","sc"
"4170","Solanum lasiocarpum","Solanaceae","sc"
"4171","Solanum latiflorum","Solanaceae","si"
"4172","Solanum laxissimum","Solanaceae","na"
"4173","Solanum laxum","Solanaceae","si"
"4174","Solanum leucandrum","Solanaceae","sc"
"4175","Solanum lidii","Solanaceae","sc"
"4176","Solanum linnaeanum","Solanaceae","sc"
"4177","Solanum longiconicum","Solanaceae","na"
"4178","Solanum lucani","Solanaceae","sc"
"4179","Solanum lumholtzianum","Solanaceae","sc"
"4180","Solanum luteoalbum","Solanaceae","sc"
"4181","Solanum lycocarpum","Solanaceae","si"
"4182","Solanum lycopersicoides","Solanaceae","si"
"4183","Solanum lycopersicum","Solanaceae","sc"
"4184","Solanum macrocarpon","Solanaceae","sc"
"4185","Solanum maglia","Solanaceae","na"
"4186","Solanum mammosum","Solanaceae","sc"
"4187","Solanum marginatum","Solanaceae","sc"
"4188","Solanum maternum","Solanaceae","si"
"4189","Solanum mauritianum","Solanaceae","sc"
"4190","Solanum melissarum","Solanaceae","si"
"4191","Solanum microdontum","Solanaceae","na"
"4192","Solanum morelliforme","Solanaceae","na"
"4193","Solanum myriacanthum","Solanaceae","sc"
"4194","Solanum nemophilum","Solanaceae","sc"
"4195","Solanum neorickii","Solanaceae","sc"
"4196","Solanum nigrescens","Solanaceae","sc"
"4197","Solanum nigrum","Solanaceae","sc"
"4199","Solanum nudum","Solanaceae","si"
"4200","Solanum obliquum","Solanaceae","si"
"4201","Solanum occultum","Solanaceae","si"
"4202","Solanum ochranthum","Solanaceae","si"
"4203","Solanum okadae","Solanaceae","na"
"4204","Solanum olympicum","Solanaceae","sc"
"4205","Solanum opacum","Solanaceae","sc"
"4207","Solanum oxycarpum","Solanaceae","na"
"4208","Solanum oxyphyllum","Solanaceae","si"
"4209","Solanum palinacanthum","Solanaceae","si"
"4210","Solanum palitans","Solanaceae","sc"
"4211","Solanum paniculatum","Solanaceae","si"
"4212","Solanum paucissectum","Solanaceae","si"
"4213","Solanum pectinatum","Solanaceae","sc"
"4214","Solanum pendulum","Solanaceae","si"
"4215","Solanum pennellii","Solanaceae","si"
"4216","Solanum pentlandii","Solanaceae","sc"
"4217","Solanum perlongistylum","Solanaceae","si"
"4218","Solanum physalifolium","Solanaceae","sc"
"4219","Solanum pimpinellifolium","Solanaceae","sc"
"4220","Solanum pinetorum","Solanaceae","si"
"4221","Solanum piurae","Solanaceae","na"
"4222","Solanum platense","Solanaceae","sc"
"4223","Solanum polyadenium","Solanaceae","na"
"4224","Solanum prinophyllum","Solanaceae","sc"
"4225","Solanum pseudocapsicum","Solanaceae","sc"
"4226","Solanum pseudogracile","Solanaceae","sc"
"4227","Solanum pseudolulo","Solanaceae","sc"
"4228","Solanum pyracanthos","Solanaceae","sc"
"4229","Solanum quitoense","Solanaceae","sc"
"4230","Solanum raphanifolium","Solanaceae","na"
"4231","Solanum repandum","Solanaceae","sc"
"4232","Solanum retroflexum","Solanaceae","sc"
"4233","Solanum robustum","Solanaceae","sc"
"4234","Solanum rostratum","Solanaceae","sc"
"4235","Solanum sarrachoides","Solanaceae","sc"
"4236","Solanum schenckii","Solanaceae","na"
"4237","Solanum sciadostylis","Solanaceae","si"
"4238","Solanum seaforthianum","Solanaceae","sc"
"4239","Solanum sessiliflorum","Solanaceae","sc"
"4240","Solanum sibundoyense","Solanaceae","si"
"4241","Solanum simile","Solanaceae","sc"
"4242","Solanum sitiens","Solanaceae","si"
"4243","Solanum skutchii","Solanaceae","si"
"4244","Solanum sodiroi","Solanaceae","si"
"4245","Solanum spirale","Solanaceae","sc"
"4246","Solanum stagnale","Solanaceae","sc"
"4247","Solanum stenophyllidium","Solanaceae","si"
"4248","Solanum stipuloideum","Solanaceae","si"
"4249","Solanum stoloniferum","Solanaceae","na"
"4250","Solanum stramoniifolium","Solanaceae","sc"
"4251","Solanum stuckertii","Solanaceae","si"
"4252","Solanum supinum","Solanaceae","sc"
"4253","Solanum symonii","Solanaceae","sc"
"4254","Solanum tabanoense","Solanaceae","si"
"4255","Solanum tacanense","Solanaceae","si"
"4256","Solanum taeniotrichum","Solanaceae","si"
"4257","Solanum tarnii","Solanaceae","si"
"4258","Solanum tenuipes","Solanaceae","sc"
"4259","Solanum tenuispinum","Solanaceae","sc"
"4260","Solanum terminale","Solanaceae","sc"
"4261","Solanum tobagense","Solanaceae","si"
"4262","Solanum tomentosum","Solanaceae","sc"
"4264","Solanum torvum","Solanaceae","sc"
"4265","Solanum trachycarpum","Solanaceae","sc"
"4266","Solanum tribulosum","Solanaceae","sc"
"4267","Solanum trifidum","Solanaceae","si"
"4268","Solanum triflorum","Solanaceae","sc"
"4269","Solanum tripartitum","Solanaceae","sc"
"4271","Solanum trisectum","Solanaceae","sc"
"4272","Solanum trizygum","Solanaceae","sc"
"4273","Solanum turneroides","Solanaceae","sc"
"4274","Solanum umbellatum","Solanaceae","si"
"4275","Solanum unilobum","Solanaceae","si"
"4276","Solanum valdiviense","Solanaceae","si"
"4277","Solanum vernei","Solanaceae","na"
"4278","Solanum verrucosum","Solanaceae","na"
"4279","Solanum vescum","Solanaceae","sc"
"4280","Solanum vespertilio","Solanaceae","sc"
"4281","Solanum vestissimum","Solanaceae","sc"
"4282","Solanum viarum","Solanaceae","sc"
"4283","Solanum vicinum","Solanaceae","sc"
"4284","Solanum villosum","Solanaceae","sc"
"4286","Solanum violaceimarmoratum","Solanaceae","na"
"4288","Solanum violaceum","Solanaceae","sc"
"4290","Solanum virginianum","Solanaceae","sc"
"4292","Solanum viride","Solanaceae","si"
"4293","Solanum wallacei","Solanaceae","sc"
"4294","Solidago altissima","Asteraceae","si"
"4295","Solidago canadensis","Asteraceae","si"
"4296","Solidago drummondii","Asteraceae","si"
"4297","Solidago gigantea","Asteraceae","si"
"4299","Solidago leiocarpa","Asteraceae","sc"
"4300","Solidago nemoralis","Asteraceae","si"
"4301","Solidago rugosa","Asteraceae","si"
"4302","Solidago sempervirens","Asteraceae","si"
"4305","Solidago shortii","Asteraceae","si"
"4306","Solidago simplex","Asteraceae","si"
"4307","Solidago speciosa","Asteraceae","si"
"4309","Sonchus arvensis","Asteraceae","na"
"4310","Sonchus asper","Asteraceae","sc"
"4313","Sonchus crassifolius","Asteraceae","si"
"4314","Sonchus microcephalus","Asteraceae","sc"
"4315","Sonchus oleraceus","Asteraceae","sc"
"4316","Sonchus pustulatus","Asteraceae","si"
"4317","Sonchus tenerrimus","Asteraceae","si"
"4318","Sophora microphylla","Fabaceae","sc"
"4319","Sophora prostrata","Fabaceae","sc"
"4320","Sophora tetraptera","Fabaceae","si"
"4322","Sorbus aria","Rosaceae","si"
"4326","Sorbus arranensis","Rosaceae","sc"
"4327","Sorbus aucuparia","Rosaceae","si"
"4332","Sorbus pseudofennica","Rosaceae","sc"
"4333","Sorbus torminalis","Rosaceae","na"
"4335","Sorghum bicolor","Poaceae","sc"
"4336","Sorghum halepense","Poaceae","sc"
"4337","Spartina alterniflora","Poaceae","sc"
"4338","Spathia neurosa","Poaceae","sc"
"4339","Spathiphyllum ortgiesii","Araceae","si"
"4340","Spergularia marina","Caryophyllaceae","sc"
"4341","Spergularia media","Caryophyllaceae","sc"
"4342","Spiranthes sinensis","Orchidaceae","sc"
"4343","Spirotheca rivieri","Malvaceae","si"
"4344","Spondias macrocarpa","Anacardiaceae","si"
"4345","Spondias purpurea","Anacardiaceae","si"
"4346","Sporobolus disjunctus","Poaceae","sc"
"4347","Stachys germanica","Lamiaceae","sc"
"4348","Stachys sylvatica","Lamiaceae","sc"
"4349","Stanleya pinnata","Brassicaceae","sc"
"4350","Stellaria graminea","Caryophyllaceae","sc"
"4351","Stellaria irrigua","Caryophyllaceae","si"
"4352","Stellaria longipes","Caryophyllaceae","sc"
"4354","Stellaria media","Caryophyllaceae","sc"
"4355","Stemonoporus oblongifolius","Dipterocarpaceae","na"
"4357","Stenocereus thurberi","Cactaceae","si"
"4358","Stenogyne angustifolia","Lamiaceae","sc"
"4359","Stenogyne microphylla","Lamiaceae","sc"
"4360","Stephanomeria diegensis","Asteraceae","si"
"4361","Stephanomeria malheurensis","Asteraceae","sc"
"4362","Stephanomeria paniculata","Asteraceae","sc"
"4363","Stevia rebaudiana","Asteraceae","si"
"4364","Stigmaphyllon bonariense","Malpighiaceae","si"
"4365","Stigmaphyllon jatrophifolium","Malpighiaceae","si"
"4366","Streptanthus carinatus","Brassicaceae","si"
"4367","Streptanthus cutleri","Brassicaceae","si"
"4368","Streptanthus tortuosus","Brassicaceae","sc"
"4369","Streptocarpus dunnii","Gesneriaceae","si"
"4370","Streptocarpus ibityensis","Gesneriaceae","sc"
"4371","Streptocarpus lanatus","Gesneriaceae","sc"
"4372","Streptocarpus micranthus","Gesneriaceae","sc"
"4373","Streptocarpus primulifolius","Gesneriaceae","si"
"4374","Streptocarpus teitensis","Gesneriaceae","sc"
"4375","Stylosanthes angustifolia","Fabaceae","sc"
"4376","Stylosanthes calcicola","Fabaceae","sc"
"4377","Stylosanthes campestris","Fabaceae","sc"
"4378","Stylosanthes capitata","Fabaceae","sc"
"4380","Stylosanthes erecta","Fabaceae","sc"
"4381","Stylosanthes fruticosa","Fabaceae","sc"
"4382","Stylosanthes guianensis","Fabaceae","sc"
"4387","Stylosanthes hamata","Fabaceae","sc"
"4388","Stylosanthes humilis","Fabaceae","sc"
"4390","Stylosanthes ingrata","Fabaceae","sc"
"4391","Stylosanthes leiocarpa","Fabaceae","sc"
"4393","Stylosanthes macrocarpa","Fabaceae","sc"
"4394","Stylosanthes mexicana","Fabaceae","sc"
"4395","Stylosanthes montevidensis","Fabaceae","sc"
"4397","Stylosanthes scabra","Fabaceae","sc"
"4400","Stylosanthes sericeiceps","Fabaceae","sc"
"4401","Stylosanthes sympodialis","Fabaceae","sc"
"4402","Stylosanthes tuberculata","Fabaceae","sc"
"4403","Stylosanthes viscosa","Fabaceae","sc"
"4406","Subularia aquatica","Brassicaceae","sc"
"4407","Succisa pratensis","Caprifoliaceae","sc"
"4408","Swainsona formosa","Fabaceae","sc"
"4410","Swartzia glazioviana","Fabaceae","si"
"4411","Swartzia oblata","Fabaceae","si"
"4413","Swartzia simplex","Fabaceae","si"
"4414","Swertia bimaculata","Gentianaceae","si"
"4415","Swietenia macrophylla","Meliaceae","si"
"4416","Syagrus coronata","Arecaceae","sc"
"4417","Symphonia globulifera","Clusiaceae","si"
"4418","Symphyotrichum ciliatum","Asteraceae","sc"
"4419","Symphyotrichum ericoides","Asteraceae","si"
"4420","Symphyotrichum frondosum","Asteraceae","sc"
"4421","Symphyotrichum laeve","Asteraceae","si"
"4425","Symphyotrichum laurentianum","Asteraceae","sc"
"4426","Symphyotrichum novae-angliae","Asteraceae","si"
"4427","Symphyotrichum novi-belgii","Asteraceae","si"
"4429","Symphyotrichum patens","Asteraceae","si"
"4430","Symphyotrichum puniceum","Asteraceae","si"
"4431","Symphyotrichum shortii","Asteraceae","si"
"4432","Symphyotrichum subulatum","Asteraceae","sc"
"4434","Symphyotrichum turbinellum","Asteraceae","si"
"4435","Symphytum officinale","Boraginaceae","si"
"4436","Symplocarpus foetidus","Araceae","na"
"4437","Symplocarpus renifolius","Araceae","si"
"4438","Syzygium buxifolium","Myrtaceae","si"
"4439","Syzygium laetum","Myrtaceae","sc"
"4440","Syzygium mamillatum","Myrtaceae","si"
"4441","Syzygium mundagam","Myrtaceae","sc"
"4442","Syzygium nervosum","Myrtaceae","si"
"4443","Syzygium occidentale","Myrtaceae","sc"
"4444","Tabebuia aurea","Bignoniaceae","sc"
"4445","Tabebuia ochracea","Bignoniaceae","si"
"4446","Tacca chantrieri","Dioscoreaceae","sc"
"4447","Tacinga palmadora","Cactaceae","sc"
"4448","Talinum paniculatum","Talinaceae","sc"
